年度,地區別,蔬菜類別,種植面積,收穫面積,每公頃平均產量,產量,,,,
2015,高雄市,西瓜,695.4,695.4,14100.40552,9805.422,,,,
2015,宜蘭縣,西瓜,699.69,699.53,29637.94262,20732.63,,,,
2015,新竹縣,西瓜,43.77,43.77,21653.87252,947.79,,,,
2015,苗栗縣,西瓜,338.31,338.31,21075.76188,7130.141,,,,
2015,彰化縣,西瓜,487.11,487.11,23292.22352,11345.875,,,,
2015,南投縣,西瓜,9,9,17555.55556,158,,,,
2015,雲林縣,西瓜,1851.39,1851.39,21359.55795,39544.872,,,,
2015,嘉義縣,西瓜,878.69,878.69,15760.10425,13848.246,,,,
2015,屏東縣,西瓜,978.9,978.9,16739.92849,16386.716,,,,
2015,台東縣,西瓜,123.5,123.5,25233.22267,3116.303,,,,
2015,花蓮縣,西瓜,2225.57,1883.03,25770.37063,48526.381,,,,
2015,澎湖縣,西瓜,50.66,49.56,8568.422115,424.651,,,,
2015,基隆市,西瓜,0,0,0,0,,,,
2015,新竹市,西瓜,1.6,1.6,16000,25.6,,,,
2015,嘉義市,西瓜,0,0,0,0,,,,
2015,金門縣,西瓜,3.43,3.43,17904.95627,61.414,,,,
2015,連江縣,西瓜,0,0,0,0,,,,
2015,新北市,香瓜,2.13,2.13,9957.746479,21.21,,,,
2015,台北市,香瓜,0.18,0.18,7677.777778,1.382,,,,
2015,桃園市,香瓜,7.72,7.72,16608.80829,128.22,,,,
2015,台中市,香瓜,38.13,38.13,15400.81301,587.233,,,,
2015,台南市,香瓜,174.14,174.14,12562.86896,2187.698,,,,
2015,高雄市,香瓜,532.24,532.24,12076.85067,6427.783,,,,
2015,宜蘭縣,香瓜,43.65,43.33,14010.73159,607.085,,,,
2015,新竹縣,香瓜,6.93,6.93,10171.71717,70.49,,,,
2015,苗栗縣,香瓜,35.08,35.08,6608.893957,231.84,,,,
2015,彰化縣,香瓜,247.71,247.71,17990.35162,4456.39,,,,
2015,南投縣,香瓜,1.86,1.86,11553.76344,21.49,,,,
2015,雲林縣,香瓜,456.84,456.84,16811.66054,7680.239,,,,
2015,嘉義縣,香瓜,318.58,318.58,10292.98763,3279.14,,,,
2015,屏東縣,香瓜,335.13,335.13,12411.68203,4159.527,,,,
2015,台東縣,香瓜,0.22,0.22,10200,2.244,,,,
2015,花蓮縣,香瓜,1.52,0.8,13625,10.9,,,,
2015,澎湖縣,香瓜,0,0,0,0,,,,
2015,基隆市,香瓜,0,0,0,0,,,,
2015,新竹市,香瓜,0,0,0,0,,,,
2015,嘉義市,香瓜,0.3,0.3,8376.666667,2.513,,,,
2015,金門縣,香瓜,0.4,0.4,14700,5.88,,,,
2015,連江縣,香瓜,0,0,0,0,,,,
2015,新北市,草莓,0.08,0.08,5050,0.404,,,,
2015,台北市,草莓,1.07,1.07,11555.14019,12.364,,,,
2015,桃園市,草莓,1.39,1.39,6992.805755,9.72,,,,
2015,台中市,草莓,5.56,5.56,12267.26619,68.206,,,,
2015,台南市,草莓,6.32,6.32,12724.68354,80.42,,,,
2015,高雄市,草莓,3.62,3.62,11000,39.82,,,,
2015,宜蘭縣,草莓,0,0,0,0,,,,
2015,新竹縣,草莓,13.25,13.25,9406.566038,124.637,,,,
2015,苗栗縣,草莓,408.54,408.54,18945.35908,7739.937,,,,
2015,彰化縣,草莓,0.65,0.65,4500,2.925,,,,
2015,南投縣,草莓,10.97,10.97,9743.846855,106.89,,,,
2015,雲林縣,草莓,2.13,2.13,6352.112676,13.53,,,,
2015,嘉義縣,草莓,1.1,1.1,7000,7.7,,,,
2015,屏東縣,草莓,0.25,0.25,8832,2.208,,,,
2015,台東縣,草莓,1,1,11550,11.55,,,,
2015,花蓮縣,草莓,3.1,3.1,9885.483871,30.645,,,,
2015,澎湖縣,草莓,0,0,0,0,,,,
2015,基隆市,草莓,0,0,0,0,,,,
2015,新竹市,草莓,0,0,0,0,,,,
2015,嘉義市,草莓,0,0,0,0,,,,
2015,金門縣,草莓,0,0,0,0,,,,
2015,連江縣,草莓,0,0,0,0,,,,
2015,新北市,其他果菜類,289.02,289.02,10727.49291,3100.46,,,,
2015,台北市,其他果菜類,82.03,82.03,8694.709253,713.227,,,,
2015,桃園市,其他果菜類,29.83,29.83,14295.50788,426.435,,,,
2015,台中市,其他果菜類,216.75,216.75,13326.18224,2888.45,,,,
2015,台南市,其他果菜類,1522.77,1521.67,15124.99359,23015.249,,,,
2015,高雄市,其他果菜類,1067.87,1066.04,13886.54366,14803.611,,,,
2015,宜蘭縣,其他果菜類,131.05,131.05,14780.12209,1936.935,,,,
2015,新竹縣,其他果菜類,39.62,39.62,12437.75871,492.784,,,,
2015,苗栗縣,其他果菜類,181.88,181.88,13632.48296,2479.476,,,,
2015,彰化縣,其他果菜類,561.29,558.99,19746.3765,11038.027,,,,
2015,南投縣,其他果菜類,1276.27,1276.27,14923.39865,19046.286,,,,
2015,雲林縣,其他果菜類,917.93,917.93,20000.47716,18359.038,,,,
2015,嘉義縣,其他果菜類,1327.94,1327.94,12681.79361,16840.661,,,,
2015,屏東縣,其他果菜類,1633.95,1631.32,14098.9769,22999.943,,,,
2015,台東縣,其他果菜類,304.32,302.42,16727.82223,5058.828,,,,
2015,花蓮縣,其他果菜類,663.42,660.92,14955.68753,9884.513,,,,
2015,澎湖縣,其他果菜類,46.13,45.4,11069.31718,502.547,,,,
2015,基隆市,其他果菜類,4.09,4.09,9864.547677,40.346,,,,
2015,新竹市,其他果菜類,7.24,7.24,12191.29834,88.265,,,,
2015,嘉義市,其他果菜類,20.23,20.23,15271.23085,308.937,,,,
2015,金門縣,其他果菜類,2.9,2.9,21467.58621,62.256,,,,
2015,連江縣,其他果菜類,0,0,0,0,,,,
